10710	32152	
43351	5279	
44405	32103	
10000 10000
10000 10000
10000 10000
28274	5715	
10000 10000
10000 10000
10000 10000
10000 10000
34426	9512	
47189	25507	
22273	32742	
45208	46760	
23672	12534	
40988	6512	
25410	24681	
12444	15816	
29532	36807	
47631	47946	
15095	13166	
39498	25648	
23092	44374	
16177	28004	
18094	7312	
23390	2295	
3904	10187	
39018	13066	
11767	1426	
30121	1292	
38226	47237	
10883	43616	
27751	28802	
11932	37002	
17759	11873	
37060	22358	
40257	26889	
410	26084	
12492	8898	
17484	18708	
20590	41624	
36522	7595	
22338	10456	
11609	49039	
2854	7866	
1363	36581	
4218	43404	
3403	36228	
26549	37351	
24718	40293	
6673	4607	
46581	3194	
22	41788	
33735	3224	
21205	40752	
16444	1458	
44234	42773	
22140	22099	
24197	49652	
38021	17400	
14434	24788	
1675	48392	
46372	2590	
19786	19424	
14208	45881	
39592	18639	
46645	26422	
12806	19403	
26330	39322	
36548	2415	
25136	6275	
26468	27154	
2743	9129	
36230	5620	
14876	8483	
20451	37783	
41583	37891	
12710	30264	
5762	22207	
46420	9033	
42766	45469	
25868	7532	
46000	1002	
40586	14381	
35697	11191	
27477	27805	
40435	8848	
31640	11431	
21622	23674	
34238	49649	
27467	43513	
10118	41153	
16816	16235	
46294	11209	
30122	17573	
25324	39249	
4177	33799	
3424	42431	
45541	12734	
12037	27285	
32670	9063	
35022	20103	
225	38059	
18461	3991	
39070	23947	
12167	46191	
37926	42233	
36163	17690	
7546	14816	
16209	1760	
41647	27362	
2743	23660	
9294	15596	
38438	46156	
8872	423	
24540	40437	
17558	41742	
20003	26176	
49886	26023	
9447	46580	
34962	44833	
30788	23825	
43986	1880	
41037	20870	
20481	45495	
46761	16288	
39542	48074	
49560	7600	
14905	1519	
16116	45624	
11837	40937	
36019	10754	
6605	35505	
21128	23388	
25023	3625	
4873	33475	
5861	846	
16667	34971	
21650	9658	
20185	42825	
23977	242	
8100	40158	
30065	3795	
42532	26608	
34054	1124	
7357	18550	
31401	44488	
7437	36447	
25623	41874	
1041	19424	
806	43781	
41783	42377	
13404	47863	
32767	41202	
30026	13058	
36458	9415	
12870	25447	
39268	6797	
39430	42127	
1935	6224	
24296	45103	
40389	31130	
2831	37959	
3518	24098	
48775	8567	
29954	36719	
6713	4622	
26550	32264	
16123	28689	
37507	48809	
22671	44421	
8005	17652	
6667	13001	
31647	417	
21497	962	
23675	33299	
14900	33348	
4719	29593	
5251	42570	
37852	38174	
7042	49763	
38943	40622	
44396	29833	
1994	49093	
23701	17247	
49885	28901	
10100	30870	
32526	40003	
23869	45276	
136	21487	
1148	18722	
15935	38767	
23614	49720	
25457	34359	
35625	44311	
45400	39286	
13853	10362	
44477	4992	
24722	28778	
6294	11028	
32784	29317	
36688	329	
30701	29562	
38776	38346	
39648	21348	
48370	42314	
9637	29889	
47565	32742	
29674	48861	
1710	39014	
44758	21280	
33048	16528	
42153	47808	
5182	17753	
20527	14724	
31871	19752	
19806	30951	
20240	19162	
35390	13717	
8087	45739	
36008	21701	
20739	43623	
38311	21315	
20201	141	
7451	44313	
17242	47437	
7949	45561	
3776	28670	
14877	23306	
5511	41182	
24071	7452	
25112	3207	
49972	48969	
27425	41674	
49852	48427	
37600	5963	
3545	4180	
15726	40297	
35254	8414	
15656	34168	
27031	20559	
46969	44653	
44146	14968	
30884	21205	
18859	29786	
17868	31331	
2910	25718	
3366	48868	
25957	11840	
40054	14016	
33226	20079	
39863	49119	
150	38419	
3351	21765	
5847	4819	
17966	13020	
36496	43539	
3951	45164	
20698	3647	
18422	34954	
12968	9142	
25282	9354	
43177	10453	
48316	34802	
16279	7102	
22053	3629	
14380	5558	
20623	8633	
44964	36936	
35697	47902	
37997	11001	
11662	30810	
8315	12393	
48575	19342	
19176	43506	
28973	26991	
25096	40801	
8075	9273	
44107	40654	
47439	3159	
11756	4713	
13393	2631	
8279	24931	
6508	22446	
4807	8342	
12482	26872	
27516	13634	
1869	20777	
35675	27909	
1759	117	
24224	44631	
33163	45721	
29839	39695	
38252	45876	
13496	43525	
44547	13189	
25161	30580	
17198	25778	
9933	37691	
35492	43842	
46674	43697	
39709	31192	
34777	4867	
48990	35532	
27510	17612	
9650	2344	
4295	9087	
8292	2860	
45857	36260	
23418	40814	
47109	48253	
40299	4001	
35314	4131	
21840	14977	
17508	37890	
15480	35513	
16363	36622	
44310	13025	
4086	11408	
21445	16759	
31454	11201	
7628	1368	
33647	18321	
25053	36043	
31217	35956	
40167	35195	
13733	34987	
19099	36847	
27195	10667	
